,text,complaint_id,complaint_title
289,capital one credit card close due mistake request still reflect balance pay full also agree remove account entirely report,cc_1,Cancelling account
290,fall behind home depot credit card speaking try resolve make payment arrangement ask update contact information enter correct receive email verifying change info throughout course relationship send include relative phone number always get would add account provide want anyone appear invasion privacy never,cc_2,Customer service
291,capital one agree payment plan help credit card account continuously call even make send receipt continue remove refuse speak,cc_15,Payoff process
292,feel capital one good bank ever want give feedback send letter ceo card loyal customer also rough last year include limited high medical bill etc ask loyalty dollar credit tell note understand side please know make uneasy put account take use car minimally yet acknolwedge help past result deal breaker time esp new open would nice gesture debt child still,cc_2,Customer service
293,secure credit card usaa make payment use available balance allow indefinite hold list universal term condition agree fund release policy receive central time meet section bill day receipt accept requirement within unless require special handling reserve right withhold availability,cc_9,Transaction issue
294,issue collection credit report recently pass apartment agency also employer car dealership inquiry without ask try get rid charge think inaccurate incorrectly racial veteran background work thing repair help clean dispute inaccuracy result bad nothing employment home unemployed homeless time still pay bill terrible service clear,cc_8,Fraud
295,file dispute chase cover situation order good guarantee shipping date receive event pass due vendor day later accept two month xxxx send letter demand documentation federal holiday mail page prepay envelope provide without consider may delay preferred method closed case rule favor ever speak review extensive confirmation close rebille account discover incorrectly classify along despite write statement discussion phone merchandise,cc_0,Billing disputes
296,credit card citibank since xxxx payment make time pay full every month citi bank report history part hurt rating aprox point contact citicard numerous bureaus get correct stop fromgette loan insurance rate high historythe keep tell score low long enough line one due short,cc_2,Customer service
297,account holder citibank year never miss payment use bill pay check regularly last take advantage special promotion indicate open new deposit leave money month give credit amounting go bank saturday make wait long hour since officer handle client inquiry withdrawal flyer bring read detail note promo code pertain successfully instruct teller assure day remain intact untouc,cc_5,Credit determination
298,furniture store card make payment every month check convert electronic debit account company charge second notice duplicate think single also credit statement show one payoff another come afterwards different amount learn two apply bank able back last incorrect give proof per ach benefit person try twice phone send documentation,cc_9,Transaction issue
299,credit card sell another creditor get behind collection company call control llc attempt collect debt enter settlement agreement pay time agree full take money tell recall place owner notify keep contact state mini miranda require law hang summary honor writing completely accordance refuse discuss adhere write cashed payment send without ever long negatively affect cre,cc_15,Payoff process
300,many year contact navient inform able pay advise multiple apply forbearance deferment loan cause amount owe increase time due interest later finally make aware could income base payment since grow also complaint learn school go actually close graduate lost accreditation explain potential employer would acknowledge degree money mean nothing still negative information credit report even hard qualify resource single mother try educate self provide family discouraging thing attend,lc_1,Student loan
301,call sallie mae see could offer sort loan modification student payment high afford option give forbearance want monthly affordable,lc_1,Student loan
302,xxxx submit recertification idr never receive email notification accept deny around late xxxxi payment due call find recert verified send correct customer rep assist walk upload info account resubmitte date close force put forbearance assure time wait another letter state eligible keep mind family change income tell size husband ex live even last one would resubmit error transfer forgiveness program un,lc_1,Student loan
303,attend formerly xxxxuntil shut unexpectedly xxxx allow finish program leave student loan huge debt nothing return refer article post consumer finance website harm predatory lending scheme lure take private high interest rate advertise bogus job prospect career service television online brochure force buy expensive overpriced book either never use class open time quarter credit history badly hurt accord bulletin owner school agree remove negative information borrower report however day still see drop almost point,lc_1,Student loan
304,recently pull credit report loan current pay agree notification come inschool deferment contact state fact day past due explain rep immediately start calculate end semester would reach mark tell obtain letter second school attend verification attendance could apply indigency program unemployment long meet criterion backdate remove miss payment bring account also request well speak since,lc_1,Student loan
305,regard private student loan cosigner service navient explain times currently unemployed ie income saving draw make payment refuse acknowledge fact get sick tired harass impossible,lc_1,Student loan
306,purchase year ago cost plus interest come problem vehicle engine truck finance company dealer try help insist payment sit idle yard month exhaust take repair shop include tell junkyard part need near computer system overhaul continue make complain success get rental today several place give answernew offer payoff back want time owe pay almo,lc_0,Consumer Loan
307,close nevada state bank check account still credit card nsb teller online banking time without knowledge unable receive statement email mail call multiple ask send bill could help request get hard result charge late fee since kind know pay please thank,lc_0,Consumer Loan
308,first year pay loan go make payment double call find happen tell interest timeframe expire unhappy hear option prevent use future time hardship set unfair expectation budget stress remanage suddenly oh mention either poorly begin desire resolution section elaborate forbarence process work concern part feel company take advantage borrower,lc_1,Student loan
309,student loan service nelnet since start college though grateful anyone helped journey achieve high learning whole experience pleasant school term face tragedy hardship force leave advise financial advisor month would become due battle homelessness still manage call apply online debt consolidation get control finance choose consolidate already complete application first payment subsequently servicer process work,lc_1,Student loan
310,due kind technical error navient never able explain charge double every month auto payment period add thousand dollar overpay realize happen upon call agent speak seem catch guard would apologetic looked agree whatever reason deduct twice supervisor assure refunded money went refund anything spend hour phone someone actually help point nasty lady inform fault one talk promise refuse dime even pay first place nev,lc_1,Student loan
311,son receive letter nelnet student loan servicer today introduce fact select us department education family refer enclosure read mail feel information need confidence enhance mistake include people mailing could represent significant error possible financial expense part company address date would appreciate forward miss piece object allow option choose another thank attend matter,lc_1,Student loan
312,husband pay car loan vehicle repossess capital one auto finance without proper notice sort communication request contact payment status since inoperable year deem total loss rep settlement department offer representative also state would apply account full tell customer right see agreement write agree say put mail three week pass call verify send sign another third,lc_0,Consumer Loan
313,speak collection agency suppose setup rehabilitation program send require document approve make payment submit loan garnishment cause financial hardship mishandle student helping resolve matter,lc_1,Student loan
314,company use castle payday loan big picture tell much interest til approval document read fine print first payment go toward different finance charge pay cost never talk phone internet already get scamme want people effect really need money easy way fortunehelp number,lc_0,Consumer Loan
315,may concern total finance ac llc locate il purpose everyone get inform know people fraud name big issue financial group problem start could show payment overall balance little year also ask speak manager deny privilege hand someone phone need person explain feel since begin contract anything process signing one several costumer please help deceive financier thank contact email sincerely,lc_0,Consumer Loan
316,make loan payment agree without fail never late still time company report day past due try speak seem interested fixing problem,lc_0,Consumer Loan
317,attend debt federal private loan tell company peak sue past year understand keep pay month school shut fraud also lose accreditation recently long accredit expect degree even mean anything amount owe,lc_1,Student loan
318,graduate university living year relocate update address change never receive communication student loan debtor yesterday phone call collection agency demand payment want make monthly order get default idea feel due diligence good faith effort remain compliance,lc_1,Student loan
319,general complaint make private loan lender navient past month responsibly payment every student total aforementioned high interest rate range pay dent grand nearly completely understand sign contract state would within margin variable therefore really good take responsibility repayment however year old parent experience economic hardship credit score time qualify plus help supplement tuition,lc_1,Student loan
320,pay student loan acs education service year never miss payment late recently go pursue legal action principal balance increase instead decrease mostly apply interest fix rate plan seem variable calculate day say owe originally take possible end want double original amount get away understand need majority,lc_1,Student loan
321,take parent plus loan daughter start ct put forbearance couple time year later balance really call navient tell interest pay per month go want come social security check hear eligible give money owe fair,lc_1,Student loan
322,american education service aes report inaccurate derogatory information credit late student loan xxxx forbearance period time respectfully request remove,lc_1,Student loan
323,state pick phone go court order say right moment nt give account number set arraignement would take,lc_0,Consumer Loan
324,student loan originally change navient granddaughter go school became die devastate become right away thinking would help get situation could afford child care unable work live parent try pay enough money call hassle bully frequently threaten garnish week job social security name finally tired harassment bullying per suggestion put credit card need high interest rate balance remain unchanged original,lc_1,Student loan
325,good morning name attend take loan pay school fast forward currently garnish past year acs send judgment wage well us department education offset taxis collection agency u dept edgslatl credit report claim ownership close collect triple dipping,lc_1,Student loan
326,pay loan great lake one plus student son name recently read federal finding dart explain practice misrecording payment make appear account late recognize person could fall default happen throughout process give number write check change time last month file complaint feel utmost importance knowledge,lc_1,Student loan
327,purchase volkswagen jetta car worth try date payment recently find still owe make month mean pay cost highly unfair,lc_0,Consumer Loan
328,graduate back xxxx number financial navient never give option income drive base repayment plan buy business try complete minimum payment loan go since let defer credit score affect greatly point become burden pay something bill instead always report going rather invest throw money different interest unaware might future thing hold house car write letter state think fair unearned add assure,lc_1,Student loan
329,pay loan year get divorce mail account put program month add balance reinstate child support go forbearance offer income base repayment two x original,lc_1,Student loan
330,gm finance call friend min controller previous employer tell behind payment violate right privacy,lc_0,Consumer Loan
331,receive collection notice northland group via bank letter date cosigner state provide information activity loan begin service regard whatever payment representative never attempt contact also form website issue send get response recieve today mention early notify change support document attach,lc_1,Student loan
332,purchase furniture store state day interest fill credit app approve left new receipt employee write account number phone call question month later pay per company answer american first finance contract remain balance never sign request copy aff receive discover signature forge obligate term know nothing file police report submit everything fraud dept still everyday payment refuse try work issue,lc_0,Consumer Loan
333,receive text colleague work facebook link student loan forgiveness tell hoax state legitimate say obama forgive dollar debt number call first time voice message back line busy speak relief dept give personal information address phone qualify federal could reduce ask income also child help family member yes money try still sound good true department education possible accurate,lc_1,Student loan
334,work ally financial regard auto loan currently past due working extension get current explain fall behind family illness father pass expense incur time period agent talk keep tell fax send document nothing would find way back receive carry minute information feel harass acting call later different need come mail right away say already process payment approve make,lc_0,Consumer Loan
335,tell ncb management services inc file law suit court thousand dollar know ever sign anything owe money receive letter attorney want bankruptcy company drag record signature product service return car good working order repo dealership promise pay year could turn get another like sell try trade time everytime value amount come never hear believe ar,lc_0,Consumer Loan
336,call student loan forgiveness department want pay fee give sensitive information,lc_1,Student loan
337,cosigner loan borrower unable pay default settle lump sum payment allow remove update credit report still show call number time say department transfer another happen send back main try email every help even though never personally get benefit,lc_1,Student loan
338,student loan debt university degree able get job pay minimum wage must experience year credential,lc_1,Student loan
339,currently loan santander consumer usa interest rate year start since go recently see news article usury also point time month lower monthly payment tell would towards,lc_0,Consumer Loan
340,auto loan chase finance end total loss pay portion contact dealer purchase vehicle fax gap paperwork get cover balance asap touch process going never hear another word check credit see still send letter respond full closed spring notice go lender keep deny say day late within month look mark date first delinquency account close dispute several time agency rep speak beyond help move state due payment issue,lc_0,Consumer Loan
341,request removal negative report student loan account due personal family issue attach letter would like send fedloan remove,lc_1,Student loan
342,continuation recent complaint make evening well respond letter regard last please mind two year since thing go payment leave enough alone find way put wrench gear create problem funny use forbearance ploy interest another lie tell reps see increase plan extend level speak fix mean standard banking term period would also like address vulgar abusive language first work company therefore behavior construe unprofessional,lc_1,Student loan
343,chase request pay delinquent credit card account ask validate able since could remove file contact long leave write debt send tax return,lc_0,Consumer Loan
344,loan hold navient work field year time attempt access federal forgiveness feel miss lead give opportunity make several specifically ask send paperwork tell exist encourage put forbearance pay undue interest due guidance since move save money get correct repayment structure,lc_1,Student loan
345,currently enrol month rate reduction plan navient start payment xxxx end yet automatic process send notice late advise fee issue raise attorney general office must take responsibility injustice action showcase harmful practice loan account always mishandle force every turn need resolve immediately afford incorrectly report credit bureau,lc_1,Student loan
346,disapointed loan inc company instead help people kill interest get xxxx amount begin charge dls office document two week diduct account monthly payment go check much principal balance surprise cent carefull type really bad rate never recomende one else numer want hurt call together bring supirior court make justice please contact,lc_2,Payday loan
347,like account show negitive credit report get loan good standing negative one want help keep getting run around call resolve also go school say open feel right vilotate,lc_1,Student loan
348,live hawaii time difference depend year hour mean possible get touch via phone try use correspondence feature either reply send form response answer question website currently work well require constant switch old new site,lc_1,Student loan
349,pay loan avant monthly time every month notice almost year per debt decrease,lc_0,Consumer Loan
350,recently make large lump sum payment student loan call navient ahead time confirm would decrease monthly amount representative state estimate month approximately contact go request new receive formletter email typically reduce term say however honor send followup letter calculate instead deny today speak consulted supervisor explain error processing promise correct,lc_1,Student loan
351,trade vehicle new finance company send full pay via track mail however original still collect debt call without apply payoff fund account,lc_0,Consumer Loan
352,purchase use vechilce finance westlake financial year truck engine go ask forbearance payment could fix allow work make one month order repo never miss late vehicle repoe company show picture tell call want settle amount send title email letter would agree money first paperwork proof agreement policy think proper procedure let alone common sense scam get people less perfect credit question settlement without client copy,lc_0,Consumer Loan
353,overtime continually report credit inaccurately owe money already pay multiple listing etc able get lot remove try accurately charge settle unable contact number list tell call take weird dial tone disconnect also aes servicer loan claim information response national collegiate trust achieve,lc_1,Student loan
354,consolidated loan several year ago low interest since make regular payment bimonthly via automatic navient receive return fund bank two week later without credit account immediately accept next discover contact representative say could help would investigate someone call back callback letter state miss rate raise tell department person handle dispute send document show refund might information forward,lc_1,Student loan
355,never tell forbearance happen look credit score see low drop late payment know due try several time put loan income base repayment rep keep sufficient gain astronomical amount interstate,lc_1,Student loan
356,xxxxthis complaint regard tocitizen bank na citizen one auto finance submit payment pay loan web withdraw check account speak citizens tell process title mail receive letter state full side note reason call ask attempt amount xxxx result two insufficient fund fee transaction personal reverse realized original go latter much mistake day ago delinquent monthly money,lc_0,Consumer Loan
357,several student loan consolidated company purchase incorrect balance carry navient make payment show credit either new,lc_1,Student loan
358,student loan company acs education service give choice receive monthly statement account enroll autopay program result interest rate reduction obviously want reduce much possible great way avoid miss payment take option however without easily see month instance tell exactly pay informational webpage access seem provide snapshot particular moment status report keep record another servicer question appropriate legal refuse borrower unless agree forego low,lc_1,Student loan
359,auto loan american credit acceptance make substantial principal payment along regular one well since time continue schedule upon review statement see error apply contact company try correct account trade vehicle find remain balance wrong still get help representative speak rough english last two keep accord online summary interest appear principle money instead per original contract purchase need seek legal advice costly,lc_0,Consumer Loan
360,contact navient month ago tell loan payment default need pay woman phone receive anything previously give information file address live year say kind money sit around feel know late become threaten credit disregarded fact wrong husband duty station bankruptcy due,lc_1,Student loan
361,deal navient formally issue miscommunication land student loan default repay payment agreement still report account past due obsurd amount money call place hold hour time never get help ask keep getting pass different people couple year fight nowhere even hire attorney try remove false reporting credit history reach consumer finance since plan someone reverse make monthly thank,lc_1,Student loan
362,lease chase buy refinance closed loan xxxx time odometer disclosure statement fax along necessary paperwork receive request yet another confirmation enclose call make sure say could expect title vehicle week date money nothing chases representative difficult reach states extension extention go thursday look release lien,lc_0,Consumer Loan
363,go school graduate get job field due accredit extra fee add aware,lc_1,Student loan
364,information stop show deliver mailing address find send old private loan get live person navient phone correct issue even able pay themset payment plan,lc_1,Student loan
365,tell navient go part incomebase repayment plan discover today student loan never consolidate still charge interest every month impression last year program would least worth qualify payment towards forgiveness know separate feel like lie idea suppose consolidated government pay first misleading income base,lc_1,Student loan
366,purchase vehicle state illinois pay remainder car loan full year wait two month receive title mail nothing time call westlake financial stating still owe explain transfer account never tell ask verification faxed proof several go send need might error system repossession also come home try repose already rightfully mine yet fax numerous fix situation,lc_0,Consumer Loan
367,work due get behind payment explain situation start back car friend one day someone credit central come house see people tag call place tell everything account,lc_0,Consumer Loan
368,buy xxxx honda ridgeline arizona finance vehicle sentander consumer usa never mail financial paperwork account number company name prior first payment due contact immediately send bank bill pay accredit schedule claim receive call complain faxed information request confirmation fax next day speak supervisor confirm indeed two later additional include statement via,lc_0,Consumer Loan
369,work diligently last year credit report specifically make every single car payment time td auto finance yearsi decide month refinance prepare buy home near futurei vehicle loan bank elevation recommendation call advise currently need anything say long still within grace period due date wasi sure exact timeline communication control anyway know next finally paiddure frame send negative like throw perfect history notify,lc_0,Consumer Loan
370,current private loan payment high around per month interest rate let go reduced repayment program cosigner refuse cooperate instead attempt make accept small monthly,lc_1,Student loan
371,enter vehicle lease volkswagen jetta suppose run however receive total day training attempt terminate scra deny application say would apply twice still continue eventually dealership tell mother take car back turn without issue invoice state behind two payment call complete process taken account statement credit department owe fo,lc_0,Consumer Loan
372,loan school originally manage since transfer navient last year two bill reflect monthly payment clear straightforward manner example apply government approve incomebased repayment ibr plan result unfortunately attempt pay mislead telephone personnel company website persistently state account summary consolidation due currently apparent priority statement minimum anywhere electronic presentation say least deceptive,lc_1,Student loan
373,shock review credit report find late payment date day past due sure happened believe make receive statement think monthly get misapply,lc_0,Consumer Loan
374,xxxx husband time purchase finance vehicle military program jp morgan chase bank na available name repossession address colorado improperly repossess receive check well letter explain illegally reimburse payment make course life loan inconvenience action process gather tax form total income show loss refund money pay thi,lc_0,Consumer Loan
375,car loan fifth third bank honestly say regret go never much trouble recently get marry last name change therefore also switch insurance company send letter state need update policy initial think big deal fax copy call make sure correct number let know would reflect new one system everything else insure look try link instead thought easier however tell active true since front prove monthly payment co,lc_0,Consumer Loan
376,world omni financial aka south east toyota finance refuse correct erroneous error credit report indicate pay monthly car payment day past due proof submit collection supervisor name make despite record explain website line clearly time post account holder show late th well confirm however type technical sense,lc_0,Consumer Loan
377,go bankruptcy stop process car send collection show repo make pay company usaa assign need credit affect get new account month,lc_0,Consumer Loan
378,one always stay top debt auto loan nissan never late pay account via phone month call advise fall day state aware payment make however tell since would post next business fact explained rep even speak two supervisor nothing explain vet juggle household take care father write letter plead case intend behind let date get beyond affect credit employment need security clearance perform job jeopardy loose remove,lc_0,Consumer Loan
379,employee consolidated attempt control payment amount well pay debt year earn total forgiveness however additional responsibility like family mortgage etc continue increase much begun gear toward forbearance several push back plan accrue extreme interest allow make progress approx student loan bankrupt huge portion take college even accredit time program way dig burden foolishly borrow unsuspecting good job decent salary still afford enough post graduation plus,lc_1,Student loan
380,go buy car dealership say would run credit share info lender company hit twice day apart wells fargo dealer get second remove,lc_0,Consumer Loan
381,hello student college due federal loan cover part education school insist get private company attend require make payment every month breach sudden closure leave pay receive,lc_1,Student loan
382,try get information delete credit report make multiple attempt contact creditor response send letter request per fair debt collection practice act never call number list answer system ask ss hang update since agency refuse please phone e mail info company santander direct dispute,lc_0,Consumer Loan
383,sallie mae pull cosigner credit report without authorization pressure payment,lc_1,Student loan
384,pay ontime monthly installment loan ace cash express time get hard lay bank account close able make payment month finally work want plan collector tell summon court day even money ask start say come within one hour would due fee go lady amount also late owe please help anything willing little week ago information stop mail letter almost phone call,lc_0,Consumer Loan
385,purchase march motors buy pay establishment tag payment book show bi weekly last leave credit florida vehicle registration hand write apply loan receive balance ask concern per schedule statement inform email attachment make day accord booklet point itemized history would itemize avail send cashier fill complaint consumer financial bureau finally partial,lc_0,Consumer Loan
386,ask cfpb act liaison matter great distress financially mentally emotionally contract santander consumer usa purchase car back credit score due currently intention build worthiness consequently decision backfire upside loan owe worth per account balance pay amount late payment fee apply towards interest first almost year state end vehicle mile value trade,lc_0,Consumer Loan
387,loan westlake financial advise last payment would soon inform need pay late fee charge return check receive title rep speak never give date amount goin balance several month company report send correspondence make call demand x remainder get full credit notification state account sure possible prior therefore launch formal complaint investigation,lc_0,Consumer Loan
388,loan originally federal student consolidate navient ask pay extra due apply directly principle response give recalculate payment become new amount want happen need take month original would penalize could send instruction respond possible interest aka first therefore reduce research appear able make request company accept type direction borrower refuse consider without change permanently,lc_1,Student loan
389,pay loan school business name uas handle private something attend go need help,lc_1,Student loan
390,loan cancel classified income tax return,lc_1,Student loan
391,original principal loan last statement receive show make payment pay towards interest current call navient try understand say go math add,lc_1,Student loan
392,question involve consumer law issue state louisiana recently finance vehicle dealership cosigner agreement buyer mother receive information car license plate payment etc list incorrect get fix say matter name first exact thing comfortable since one make help improve credit score ask switch correct way seller would increase monthly put anyone insight,lc_0,Consumer Loan
393,get call number time day cellphone collect debt kia motors financial neither anyone else house vehicle loan person seek collection tell rep nothing change telephone file holder contact instruct,lc_0,Consumer Loan
394,call navient private loan line regard repayment option graduate school payment begin take institution back upon request know since would soon start job time make first woman state put forebearance cost try explain could afford month work hence ask none hope establish income base grant also express post date forbearance n,lc_1,Student loan
395,struggle get debt relief entitle private loan receive attend come lender name genesis lending bank,lc_1,Student loan
396,turn car voluntary repossession license auto shopwhere getting fix since agreement thatthey pick sale pay remain balance however never follow end thing lose ownershipof cause storage fee hadbeen shop receive letter ask creditacceptance neither one lost,lc_0,Consumer Loan
397,set payment interest one loan pay every month extra money apply principal monthly also call get two consolidated would lower say could ask reduce either,lc_1,Student loan
398,regard car loan finance first hawaiian bank girlfriend make amount payment pay debt inquiry record reflect get back apply least sure could fhb line cease account without good reason never late personal department supply information request please cross reference almost year towards vehicle,lc_0,Consumer Loan
399,check loan one main financial never get inquiry part interest rate say interested try hang gal phone practically beg continue fill application decline today receive declined institution fraudulent totally female see would shock letter feel something needs first information personal take liberty know whether bonus motive need hard credit pull remove report asap pleaseonemain,lc_0,Consumer Loan
